,value,temperature (degC),dewpoint_temperature (degC),relative_humidity (0-1),wind_speed (m/s),wind_direction (deg),total_cloud_cover (0-1),total_precipitation (mm of water equivalent)
2019-06-03 23:00:00+05:00,254.7,32.22,19.25,0.46,4.74,121.17,0.0,0.0
2019-06-04 00:00:00+05:00,141.3,31.6,18.49,0.46,4.12,125.13,0.0,0.0
2019-06-04 01:00:00+05:00,77.4,30.19,18.56,0.5,3.43,122.03,0.0,0.0
2019-06-04 02:00:00+05:00,86.5,30.17,17.92,0.48,3.28,110.35,0.0,0.0
2019-06-04 03:00:00+05:00,108.0,29.37,20.54,0.59,3.74,97.45,0.0,0.0
2019-06-04 04:00:00+05:00,43.6,29.16,20.56,0.6,3.71,91.3,0.16,0.0
2019-06-04 05:00:00+05:00,34.2,29.37,20.44,0.59,4.01,88.41,0.19,0.0
2019-06-04 06:00:00+05:00,38.1,29.27,20.13,0.58,4.62,95.35,0.02,0.0
2019-06-04 07:00:00+05:00,40.2,31.13,20.08,0.52,5.1,110.98,0.03,0.0
2019-06-04 08:00:00+05:00,46.3,31.57,20.59,0.52,5.44,130.14,0.13,0.0
2019-06-04 09:00:00+05:00,57.3,32.48,20.9,0.51,5.2,140.64,0.16,0.0
2019-06-04 10:00:00+05:00,69.0,36.65,21.19,0.41,4.91,145.51,0.02,0.0
2019-06-04 11:00:00+05:00,75.8,37.53,20.84,0.38,4.48,147.75,0.01,0.0
2019-06-04 12:00:00+05:00,74.9,38.64,20.54,0.35,3.99,152.38,0.06,0.04
2019-06-04 13:00:00+05:00,76.3,40.69,18.46,0.28,3.36,157.4,0.13,0.08
2019-06-04 14:00:00+05:00,86.6,41.79,18.41,0.26,3.13,159.34,0.16,0.02
2019-06-04 15:00:00+05:00,80.0,41.6,18.63,0.27,2.82,205.19,0.77,0.04
2019-06-04 16:00:00+05:00,82.2,42.23,18.52,0.26,2.25,156.94,0.44,0.05
2019-06-04 17:00:00+05:00,88.9,41.23,18.31,0.27,3.82,117.49,0.42,0.31
2019-06-04 18:00:00+05:00,86.7,40.17,17.24,0.26,5.51,100.94,0.31,0.06
2019-06-04 19:00:00+05:00,77.9,37.66,20.2,0.36,5.53,99.65,0.03,0.03
2019-06-04 20:00:00+05:00,75.1,37.05,20.52,0.38,4.26,107.09,0.0,0.0
2019-06-04 21:00:00+05:00,78.6,36.14,20.11,0.39,3.31,120.8,0.01,0.0
2019-06-04 22:00:00+05:00,70.9,34.22,19.92,0.43,2.62,134.51,0.03,0.0
2019-06-04 23:00:00+05:00,71.2,32.64,19.66,0.46,2.17,133.42,0.02,0.0
2019-06-05 00:00:00+05:00,79.4,31.96,19.21,0.47,1.55,103.06,0.0,0.0
2019-06-05 01:00:00+05:00,92.9,31.3,19.06,0.48,1.63,76.58,0.0,0.0
2019-06-05 02:00:00+05:00,123.6,30.9,20.66,0.54,1.76,62.5,0.0,0.0
2019-06-05 03:00:00+05:00,161.6,28.68,19.79,0.59,2.44,63.19,0.0,0.0
2019-06-05 04:00:00+05:00,67.6,28.56,19.84,0.59,2.53,63.4,0.0,0.0
2019-06-05 05:00:00+05:00,58.1,28.38,19.3,0.58,2.71,54.91,0.15,0.0
2019-06-05 06:00:00+05:00,60.8,28.94,19.54,0.57,3.37,48.89,0.11,0.0
2019-06-05 07:00:00+05:00,58.2,32.05,18.85,0.46,3.2,53.59,0.1,0.0
2019-06-05 08:00:00+05:00,64.4,32.94,18.86,0.43,3.36,69.1,0.24,0.0
2019-06-05 09:00:00+05:00,50.6,33.87,19.31,0.42,3.71,85.2,0.12,0.0
2019-06-05 10:00:00+05:00,44.1,38.27,17.87,0.3,3.84,99.84,0.24,0.0
2019-06-05 11:00:00+05:00,73.1,38.96,17.89,0.29,3.13,122.58,0.41,0.0
2019-06-05 12:00:00+05:00,54.2,39.86,17.36,0.27,2.81,156.59,0.31,0.0
2019-06-05 13:00:00+05:00,60.9,42.5,15.04,0.2,2.82,188.7,0.33,0.0
2019-06-05 14:00:00+05:00,61.2,43.04,14.51,0.19,3.03,213.72,0.53,0.0
2019-06-05 15:00:00+05:00,66.7,43.34,15.52,0.2,2.92,222.84,0.72,0.0
2019-06-05 16:00:00+05:00,63.7,41.85,15.43,0.21,4.21,252.63,0.97,0.66
2019-06-05 17:00:00+05:00,61.1,41.03,13.18,0.19,4.31,268.04,0.97,0.25
2019-06-05 18:00:00+05:00,65.6,41.17,12.45,0.18,4.11,268.34,0.75,0.0
2019-06-05 19:00:00+05:00,59.4,37.34,15.33,0.27,2.94,276.05,0.4,0.0
2019-06-05 20:00:00+05:00,72.9,35.89,15.48,0.3,2.62,293.77,0.27,0.0
2019-06-05 21:00:00+05:00,74.1,35.0,15.48,0.31,2.55,307.22,0.08,0.0
2019-06-05 22:00:00+05:00,78.9,32.96,16.55,0.37,2.59,313.9,0.04,0.0
2019-06-05 23:00:00+05:00,76.6,32.0,17.03,0.41,2.58,316.78,0.02,0.0
2019-06-06 00:00:00+05:00,67.5,31.56,17.04,0.42,2.75,319.68,0.02,0.0
2019-06-06 01:00:00+05:00,56.3,29.95,16.5,0.44,3.19,319.81,0.03,0.0
2019-06-06 02:00:00+05:00,40.7,29.72,16.44,0.45,3.39,322.51,0.02,0.0
2019-06-06 03:00:00+05:00,31.9,29.55,15.61,0.43,3.13,309.81,0.03,0.0
2019-06-06 04:00:00+05:00,30.0,29.24,15.85,0.44,2.54,316.61,0.01,0.0
2019-06-06 05:00:00+05:00,32.2,29.44,16.18,0.45,2.37,325.15,0.0,0.0
2019-06-06 06:00:00+05:00,37.7,29.23,15.93,0.45,2.88,329.29,0.0,0.0
2019-06-06 07:00:00+05:00,33.2,31.5,15.77,0.39,3.12,331.78,0.15,0.0
2019-06-06 08:00:00+05:00,38.9,32.36,16.39,0.38,3.09,344.13,0.02,0.0
2019-06-06 09:00:00+05:00,36.9,33.43,16.0,0.35,2.66,350.33,0.02,0.0
2019-06-06 10:00:00+05:00,37.2,37.39,14.76,0.26,2.19,342.45,0.04,0.0
2019-06-06 11:00:00+05:00,42.6,38.25,14.34,0.24,2.3,315.49,0.0,0.0
2019-06-06 12:00:00+05:00,35.3,38.83,14.68,0.24,2.64,302.25,0.14,0.0
2019-06-06 13:00:00+05:00,44.5,40.69,12.71,0.19,3.08,291.78,0.11,0.0
2019-06-06 14:00:00+05:00,38.8,41.13,12.58,0.19,3.8,284.02,0.61,0.0
2019-06-06 15:00:00+05:00,131.7,40.04,12.57,0.2,4.89,280.14,0.45,0.18
2019-06-06 16:00:00+05:00,83.0,39.31,11.27,0.19,4.42,299.87,0.21,0.0
2019-06-06 17:00:00+05:00,68.5,40.12,10.79,0.17,3.91,314.09,0.19,0.0
2019-06-06 18:00:00+05:00,61.4,39.24,7.84,0.15,3.21,326.56,0.58,0.0
2019-06-06 19:00:00+05:00,49.7,35.15,14.45,0.29,2.64,354.7,0.08,0.0
2019-06-06 20:00:00+05:00,69.6,34.9,13.69,0.28,3.07,17.56,0.07,0.0
2019-06-06 21:00:00+05:00,97.8,33.36,13.6,0.3,3.16,34.63,0.02,0.0
2019-06-06 22:00:00+05:00,75.3,30.65,15.14,0.39,2.8,46.54,0.01,0.0
2019-06-06 23:00:00+05:00,59.5,30.17,15.39,0.41,2.27,54.2,0.0,0.0
2019-06-07 00:00:00+05:00,73.2,30.05,15.47,0.41,2.15,66.65,0.0,0.0
2019-06-07 01:00:00+05:00,57.8,28.37,16.15,0.47,2.05,84.96,0.0,0.0
2019-06-07 02:00:00+05:00,59.5,27.74,16.12,0.49,2.0,95.8,0.0,0.0
2019-06-07 03:00:00+05:00,55.7,25.92,16.5,0.56,1.36,84.67,0.0,0.0
2019-06-07 04:00:00+05:00,125.1,26.17,16.57,0.56,0.91,56.72,0.0,0.0
2019-06-07 05:00:00+05:00,113.7,26.74,16.31,0.53,1.69,19.57,0.0,0.0
2019-06-07 06:00:00+05:00,92.6,26.4,16.39,0.54,2.5,26.66,0.0,0.0
2019-06-07 07:00:00+05:00,133.7,30.0,16.38,0.44,1.84,49.17,0.0,0.0
2019-06-07 08:00:00+05:00,77.2,31.19,16.08,0.4,1.58,77.3,0.0,0.0
2019-06-07 09:00:00+05:00,59.1,32.7,16.57,0.38,1.24,103.08,0.0,0.0
2019-06-07 10:00:00+05:00,64.7,37.77,13.04,0.23,0.6,147.17,0.0,0.0
2019-06-07 11:00:00+05:00,84.9,38.67,13.09,0.22,0.84,219.24,0.0,0.0
2019-06-07 12:00:00+05:00,58.1,39.33,13.9,0.22,1.13,243.57,0.04,0.0
2019-06-07 13:00:00+05:00,40.9,41.21,12.83,0.19,1.43,277.91,0.04,0.0
2019-06-07 14:00:00+05:00,39.9,41.56,13.14,0.19,1.95,306.07,0.11,0.0
2019-06-07 15:00:00+05:00,39.0,42.34,12.42,0.17,2.87,332.78,0.2,0.0
2019-06-07 16:00:00+05:00,40.1,42.36,13.26,0.18,3.25,335.98,0.24,0.0
2019-06-07 17:00:00+05:00,44.3,42.07,12.36,0.17,3.3,335.81,0.47,0.0
2019-06-07 18:00:00+05:00,52.3,41.93,7.74,0.13,2.09,344.0,0.31,0.0
2019-06-07 19:00:00+05:00,39.0,37.4,14.19,0.25,2.22,337.48,0.23,0.0
2019-06-07 20:00:00+05:00,42.2,36.65,14.68,0.27,2.16,326.94,0.28,0.0
2019-06-07 21:00:00+05:00,74.3,35.84,15.08,0.29,2.34,323.25,0.19,0.0
2019-06-07 22:00:00+05:00,83.7,32.01,17.0,0.41,2.58,328.57,0.29,0.0
2019-06-07 23:00:00+05:00,126.2,31.43,17.46,0.43,2.39,314.96,0.07,0.0
2019-06-08 00:00:00+05:00,135.6,31.01,17.5,0.44,2.31,306.9,0.18,0.0
2019-06-08 01:00:00+05:00,128.1,29.37,17.32,0.48,2.12,317.29,0.21,0.0
2019-06-08 02:00:00+05:00,110.1,29.46,17.01,0.47,2.06,337.87,0.14,0.0
2019-06-08 03:00:00+05:00,112.8,28.32,17.53,0.52,2.0,352.75,0.08,0.0
2019-06-08 04:00:00+05:00,111.1,27.9,17.44,0.53,2.13,9.92,0.0,0.0
2019-06-08 05:00:00+05:00,116.8,27.4,17.23,0.54,2.05,18.95,0.02,0.0
2019-06-08 06:00:00+05:00,164.2,28.57,17.16,0.5,2.24,16.81,0.33,0.0
2019-06-08 07:00:00+05:00,169.7,32.22,16.37,0.39,1.53,47.43,0.44,0.0
2019-06-08 08:00:00+05:00,162.2,33.38,16.52,0.36,1.66,75.46,0.15,0.0
2019-06-08 09:00:00+05:00,118.7,35.29,16.88,0.34,2.02,77.9,0.1,0.0
2019-06-08 10:00:00+05:00,89.6,39.83,14.81,0.23,1.84,39.39,0.38,0.0
2019-06-08 11:00:00+05:00,55.4,40.66,14.55,0.22,1.39,37.31,0.57,0.0
2019-06-08 12:00:00+05:00,43.6,41.01,15.02,0.22,1.71,210.62,0.51,0.01
2019-06-08 13:00:00+05:00,37.9,42.63,13.85,0.19,2.19,266.97,0.68,0.0
2019-06-08 14:00:00+05:00,36.5,43.02,13.86,0.18,3.68,327.66,0.83,0.0
2019-06-08 15:00:00+05:00,27.3,42.6,14.04,0.19,2.33,269.3,0.88,0.06
2019-06-08 16:00:00+05:00,35.3,41.75,14.26,0.2,2.68,303.44,0.99,0.0
2019-06-08 17:00:00+05:00,44.0,41.34,13.61,0.2,2.36,335.94,0.95,0.0
2019-06-08 18:00:00+05:00,44.2,41.36,14.27,0.2,2.0,340.09,0.84,0.0
2019-06-08 19:00:00+05:00,52.0,37.55,16.54,0.29,2.58,354.16,0.86,0.0
2019-06-08 20:00:00+05:00,54.4,36.03,17.0,0.32,2.6,27.92,0.9,0.0
2019-06-08 21:00:00+05:00,66.3,35.01,16.51,0.33,2.91,41.77,0.78,0.0
2019-06-08 22:00:00+05:00,74.9,32.48,16.57,0.39,2.85,46.92,0.85,0.0
2019-06-08 23:00:00+05:00,49.6,32.51,16.74,0.39,2.39,56.15,0.86,0.0
2019-06-09 00:00:00+05:00,66.7,33.76,16.64,0.36,2.06,59.91,0.72,0.0
2019-06-09 01:00:00+05:00,61.0,32.52,16.63,0.39,2.06,62.97,0.3,0.0
2019-06-09 02:00:00+05:00,63.7,31.22,16.55,0.41,1.79,59.92,0.07,0.0
2019-06-09 03:00:00+05:00,57.0,28.38,17.99,0.53,1.68,86.0,0.01,0.0
2019-06-09 04:00:00+05:00,63.1,28.46,18.06,0.53,1.56,89.01,0.0,0.0
2019-06-09 05:00:00+05:00,209.8,28.5,17.83,0.52,1.45,82.72,0.0,0.0
2019-06-09 06:00:00+05:00,85.0,28.46,17.97,0.53,2.02,51.71,0.07,0.0
2019-06-09 07:00:00+05:00,138.9,31.26,18.1,0.45,1.99,39.36,0.11,0.0
2019-06-09 08:00:00+05:00,234.6,33.39,17.78,0.4,2.06,43.03,0.08,0.0
2019-06-09 09:00:00+05:00,171.9,35.26,17.34,0.35,1.99,53.21,0.04,0.0
2019-06-09 10:00:00+05:00,73.1,39.63,15.45,0.24,1.83,63.08,0.21,0.0
2019-06-09 11:00:00+05:00,76.4,41.27,14.32,0.21,1.49,68.55,0.25,0.0
2019-06-09 12:00:00+05:00,39.0,41.88,14.43,0.2,0.71,68.05,0.08,0.0
2019-06-09 13:00:00+05:00,40.1,43.18,13.71,0.18,0.29,316.34,0.06,0.0
2019-06-09 14:00:00+05:00,45.1,43.55,14.06,0.18,0.8,287.08,0.05,0.0
2019-06-09 15:00:00+05:00,48.8,43.89,14.74,0.18,1.05,274.68,0.2,0.0
2019-06-09 16:00:00+05:00,45.7,44.11,14.77,0.18,1.64,311.13,0.66,0.0
2019-06-09 17:00:00+05:00,40.3,44.28,14.2,0.17,1.36,356.6,0.2,0.0
2019-06-09 18:00:00+05:00,48.1,44.07,13.05,0.16,1.31,13.42,0.05,0.0
2019-06-09 19:00:00+05:00,51.3,39.65,17.06,0.27,2.31,18.53,0.0,0.0
2019-06-09 20:00:00+05:00,59.0,37.68,17.43,0.3,2.37,30.96,0.11,0.0
2019-06-09 21:00:00+05:00,59.7,36.96,17.06,0.31,2.35,26.04,0.29,0.0
2019-06-09 22:00:00+05:00,80.1,33.58,18.22,0.4,2.48,25.08,0.21,0.0
2019-06-09 23:00:00+05:00,107.7,33.11,18.86,0.43,2.26,16.71,0.0,0.0
2019-06-10 00:00:00+05:00,127.2,33.33,19.16,0.43,2.27,9.5,0.01,0.0
2019-06-10 01:00:00+05:00,158.4,31.86,19.24,0.47,2.37,14.12,0.01,0.0
2019-06-10 02:00:00+05:00,147.8,31.6,18.5,0.46,2.34,16.41,0.0,0.0
2019-06-10 03:00:00+05:00,141.9,29.61,17.66,0.49,2.37,3.63,0.0,0.0
2019-06-10 04:00:00+05:00,116.3,29.43,17.68,0.49,2.56,1.17,0.0,0.0
2019-06-10 05:00:00+05:00,76.5,29.67,17.54,0.48,2.31,352.83,0.03,0.0
2019-06-10 06:00:00+05:00,67.7,29.91,19.02,0.52,1.97,356.2,0.07,0.0
2019-06-10 07:00:00+05:00,137.1,33.54,17.0,0.37,1.53,27.13,0.07,0.0
2019-06-10 08:00:00+05:00,163.5,35.56,16.92,0.33,1.27,70.78,0.02,0.0
2019-06-10 09:00:00+05:00,103.4,37.47,17.12,0.3,1.37,97.05,0.0,0.0
2019-06-10 10:00:00+05:00,90.1,41.71,15.3,0.21,0.89,110.58,0.0,0.0
2019-06-10 11:00:00+05:00,74.0,42.45,15.73,0.21,0.51,193.09,0.0,0.0
2019-06-10 12:00:00+05:00,73.5,42.81,15.89,0.21,0.95,229.5,0.0,0.0
2019-06-10 13:00:00+05:00,62.5,44.96,14.03,0.17,1.29,236.37,0.1,0.0
2019-06-10 14:00:00+05:00,52.3,45.22,13.32,0.16,1.41,241.14,0.1,0.0
2019-06-10 15:00:00+05:00,60.0,45.27,15.19,0.18,1.48,273.22,0.2,0.0
2019-06-10 16:00:00+05:00,64.7,45.49,15.11,0.17,2.01,268.37,0.63,0.0
2019-06-10 17:00:00+05:00,59.5,45.67,14.07,0.16,2.39,282.77,0.48,0.0
2019-06-10 18:00:00+05:00,48.9,45.55,11.76,0.14,1.86,303.59,0.86,0.0
2019-06-10 19:00:00+05:00,49.4,41.02,17.28,0.25,2.2,332.98,0.69,0.0
2019-06-10 20:00:00+05:00,60.4,39.61,17.32,0.27,2.2,351.91,0.17,0.26
2019-06-10 21:00:00+05:00,72.7,38.77,16.48,0.27,2.8,30.73,0.06,0.08
2019-06-10 22:00:00+05:00,90.8,36.08,17.84,0.34,2.62,75.08,0.02,0.0
2019-06-10 23:00:00+05:00,112.4,34.97,17.58,0.36,2.5,97.63,0.0,0.0
2019-06-11 00:00:00+05:00,125.1,34.43,17.79,0.37,2.65,117.98,0.0,0.0
2019-06-11 01:00:00+05:00,128.6,32.84,18.05,0.41,2.49,117.45,0.0,0.0
2019-06-11 02:00:00+05:00,143.6,31.92,17.14,0.41,2.19,101.54,0.0,0.0
2019-06-11 03:00:00+05:00,136.8,30.53,18.26,0.48,1.59,71.16,0.08,0.0
2019-06-11 04:00:00+05:00,155.9,29.87,18.27,0.5,1.62,53.31,0.13,0.0
2019-06-11 05:00:00+05:00,82.8,30.04,18.18,0.49,1.73,41.61,0.09,0.0
2019-06-11 06:00:00+05:00,105.1,31.15,17.81,0.45,2.03,44.73,0.29,0.0
2019-06-11 07:00:00+05:00,108.9,33.43,16.08,0.35,1.62,58.63,0.33,0.01
2019-06-11 08:00:00+05:00,107.5,34.76,15.99,0.33,1.56,85.32,0.28,0.0
2019-06-11 09:00:00+05:00,96.7,36.21,16.87,0.32,1.45,137.8,0.45,0.0
2019-06-11 10:00:00+05:00,92.2,40.31,16.76,0.25,1.9,180.72,0.3,0.0
2019-06-11 11:00:00+05:00,99.4,41.3,17.31,0.25,2.37,183.3,0.09,0.01
2019-06-11 12:00:00+05:00,84.2,41.26,17.79,0.26,3.01,193.07,0.08,0.0
2019-06-11 13:00:00+05:00,66.9,43.58,16.11,0.2,3.7,201.85,0.14,0.01
2019-06-11 14:00:00+05:00,65.9,44.78,15.69,0.19,4.55,206.07,0.24,0.38
2019-06-11 15:00:00+05:00,64.9,44.66,16.14,0.19,3.66,211.06,0.8,0.04
2019-06-11 16:00:00+05:00,65.2,43.15,13.99,0.18,4.26,202.91,0.83,0.05
2019-06-11 17:00:00+05:00,71.0,42.41,13.61,0.19,3.55,212.28,0.88,0.32
2019-06-11 18:00:00+05:00,71.1,42.69,13.47,0.18,1.33,75.04,0.76,0.0
2019-06-11 19:00:00+05:00,73.4,39.56,15.26,0.24,3.47,67.6,0.16,0.0
2019-06-11 20:00:00+05:00,61.4,38.26,17.12,0.29,3.69,74.0,0.01,0.0
2019-06-11 21:00:00+05:00,74.6,37.02,16.13,0.29,3.5,83.74,0.01,0.0
2019-06-11 22:00:00+05:00,90.3,35.29,17.43,0.35,3.6,96.27,0.01,0.0
2019-06-11 23:00:00+05:00,100.6,34.8,17.14,0.35,3.78,109.22,0.0,0.0
2019-06-12 00:00:00+05:00,115.2,34.44,16.77,0.35,4.01,114.76,0.0,0.0
2019-06-12 01:00:00+05:00,95.9,32.3,17.94,0.42,4.23,115.68,0.03,0.0
2019-06-12 02:00:00+05:00,72.0,32.15,17.14,0.41,3.83,121.79,0.02,0.0
2019-06-12 03:00:00+05:00,73.0,30.25,15.05,0.4,1.35,38.15,0.31,0.0
2019-06-12 04:00:00+05:00,74.6,28.93,14.96,0.43,3.43,4.97,0.51,0.0
2019-06-12 05:00:00+05:00,90.7,29.01,15.6,0.44,5.57,24.6,0.29,0.0
2019-06-12 06:00:00+05:00,85.1,28.62,14.83,0.43,5.45,46.56,0.06,0.0
2019-06-12 07:00:00+05:00,65.8,29.59,14.97,0.41,5.73,71.24,0.11,0.0
2019-06-12 08:00:00+05:00,61.8,33.39,14.89,0.33,7.13,96.76,0.01,0.0
2019-06-12 09:00:00+05:00,58.0,35.09,14.51,0.29,7.93,109.67,0.0,0.0
2019-06-12 10:00:00+05:00,59.3,37.4,14.21,0.25,7.98,118.8,0.0,0.0
2019-06-12 11:00:00+05:00,67.0,39.59,15.54,0.24,7.3,126.5,0.03,0.0
2019-06-12 12:00:00+05:00,71.0,40.37,17.57,0.27,5.51,133.48,0.1,0.01
2019-06-12 13:00:00+05:00,96.4,42.07,16.0,0.22,3.69,146.62,0.31,0.0
2019-06-12 14:00:00+05:00,106.3,41.34,17.44,0.25,2.59,173.46,0.5,0.02
2019-06-12 15:00:00+05:00,93.5,40.99,18.26,0.27,1.52,267.69,0.54,0.12
2019-06-12 16:00:00+05:00,82.7,40.44,18.53,0.28,0.73,22.77,0.37,0.65
2019-06-12 17:00:00+05:00,78.4,38.46,19.51,0.33,3.06,74.22,0.46,0.13
2019-06-12 18:00:00+05:00,64.2,34.76,20.69,0.44,4.27,72.61,0.21,0.01
2019-06-12 19:00:00+05:00,68.0,32.29,21.15,0.52,4.23,71.01,0.01,0.0
2019-06-12 20:00:00+05:00,63.7,31.76,20.82,0.52,3.91,77.02,0.0,0.0
2019-06-12 21:00:00+05:00,55.9,31.87,20.06,0.5,3.61,80.48,0.0,0.0
2019-06-12 22:00:00+05:00,53.2,30.76,19.45,0.51,2.91,76.64,0.0,0.0
2019-06-12 23:00:00+05:00,58.0,30.36,18.66,0.5,2.31,62.7,0.0,0.0
2019-06-13 00:00:00+05:00,57.8,30.33,18.36,0.49,2.25,45.53,0.01,0.0
2019-06-13 01:00:00+05:00,52.6,29.38,18.48,0.52,2.42,37.76,0.01,0.0
2019-06-13 02:00:00+05:00,44.1,29.2,18.2,0.52,2.81,40.71,0.0,0.0
2019-06-13 03:00:00+05:00,48.0,28.13,19.03,0.58,3.04,56.84,0.01,0.0
2019-06-13 04:00:00+05:00,50.1,28.04,18.76,0.57,3.27,58.72,0.0,0.0
2019-06-13 05:00:00+05:00,100.3,28.46,18.81,0.56,3.54,61.46,0.0,0.0
2019-06-13 06:00:00+05:00,57.2,28.57,19.28,0.57,3.75,62.06,0.0,0.0
2019-06-13 07:00:00+05:00,63.8,31.4,19.13,0.48,3.51,65.95,0.0,0.0
2019-06-13 08:00:00+05:00,56.9,32.2,19.6,0.47,3.29,70.16,0.0,0.0
2019-06-13 09:00:00+05:00,52.8,32.97,20.06,0.47,3.25,73.67,0.0,0.0
2019-06-13 10:00:00+05:00,47.8,37.46,19.59,0.35,2.81,67.61,0.0,0.0
2019-06-13 11:00:00+05:00,43.2,38.33,19.36,0.33,2.58,57.64,0.0,0.0
2019-06-13 12:00:00+05:00,50.7,38.76,19.27,0.32,2.25,49.93,0.0,0.0
2019-06-13 13:00:00+05:00,68.7,40.65,17.77,0.27,1.83,42.16,0.02,0.0
2019-06-13 14:00:00+05:00,59.0,41.12,17.58,0.26,1.75,19.76,0.19,0.0
2019-06-13 15:00:00+05:00,57.8,41.37,15.62,0.22,1.56,3.68,0.24,0.0
2019-06-13 16:00:00+05:00,51.7,41.47,15.25,0.22,1.83,350.5,0.23,0.0
2019-06-13 17:00:00+05:00,45.9,41.56,15.14,0.21,2.19,336.8,0.11,0.0
2019-06-13 18:00:00+05:00,43.9,41.21,13.22,0.19,2.06,331.66,0.01,0.0
2019-06-13 19:00:00+05:00,43.0,37.36,15.3,0.27,2.29,333.49,0.0,0.0
2019-06-13 20:00:00+05:00,45.4,36.02,15.48,0.29,2.64,338.02,0.0,0.0
2019-06-13 21:00:00+05:00,55.5,35.32,14.77,0.29,2.83,343.76,0.0,0.0
2019-06-13 22:00:00+05:00,68.3,32.79,15.81,0.36,2.68,349.17,0.0,0.0
2019-06-13 23:00:00+05:00,77.1,32.2,15.07,0.36,2.28,354.18,0.0,0.0
2019-06-14 00:00:00+05:00,80.2,31.72,14.59,0.35,2.16,357.87,0.0,0.0
2019-06-14 01:00:00+05:00,104.8,30.77,14.47,0.37,2.15,357.94,0.0,0.0
2019-06-14 02:00:00+05:00,75.4,28.74,13.86,0.4,2.12,353.0,0.0,0.0
2019-06-14 03:00:00+05:00,56.9,27.42,14.32,0.45,1.98,355.85,0.0,0.0
2019-06-14 04:00:00+05:00,53.3,27.23,13.97,0.44,2.06,350.57,0.0,0.0
2019-06-14 05:00:00+05:00,59.1,26.95,13.52,0.44,2.05,347.58,0.0,0.0
2019-06-14 06:00:00+05:00,62.1,27.17,13.76,0.44,2.23,347.86,0.0,0.0
2019-06-14 07:00:00+05:00,63.6,29.98,14.14,0.38,1.85,351.87,0.0,0.0
2019-06-14 08:00:00+05:00,78.7,33.78,12.41,0.27,1.71,355.22,0.0,0.0
2019-06-14 09:00:00+05:00,71.9,36.72,13.52,0.25,1.74,356.22,0.0,0.0
2019-06-14 10:00:00+05:00,71.0,39.74,11.94,0.19,1.78,330.03,0.0,0.0
2019-06-14 11:00:00+05:00,71.3,41.23,10.7,0.16,2.26,309.55,0.0,0.0
2019-06-14 12:00:00+05:00,77.1,41.82,11.35,0.16,2.99,306.3,0.0,0.0
2019-06-14 13:00:00+05:00,54.2,42.95,9.27,0.14,3.58,309.56,0.0,0.0
2019-06-14 14:00:00+05:00,35.8,43.38,9.76,0.14,3.98,312.81,0.0,0.0
2019-06-14 15:00:00+05:00,82.0,43.22,11.26,0.15,3.8,314.17,0.0,0.0
2019-06-14 16:00:00+05:00,92.9,43.29,11.56,0.15,3.92,312.42,0.0,0.0
2019-06-14 17:00:00+05:00,73.3,42.69,10.54,0.15,3.78,312.45,0.0,0.0
2019-06-14 18:00:00+05:00,63.5,42.38,6.97,0.12,2.52,311.59,0.0,0.0
2019-06-14 19:00:00+05:00,58.1,37.58,12.71,0.23,2.2,308.18,0.0,0.0
2019-06-14 20:00:00+05:00,67.0,36.26,13.64,0.26,2.33,309.19,0.0,0.0
2019-06-14 21:00:00+05:00,72.4,34.73,13.55,0.28,2.69,308.04,0.0,0.0
2019-06-14 22:00:00+05:00,87.2,33.35,14.35,0.32,2.67,294.25,0.0,0.0
2019-06-14 23:00:00+05:00,94.8,31.89,15.37,0.37,2.41,268.23,0.0,0.0
2019-06-15 00:00:00+05:00,91.8,31.24,14.89,0.37,2.43,256.94,0.0,0.0
2019-06-15 01:00:00+05:00,89.6,30.17,14.96,0.4,2.4,258.78,0.0,0.0
2019-06-15 02:00:00+05:00,81.5,29.83,14.47,0.39,2.64,265.02,0.0,0.0
2019-06-15 03:00:00+05:00,71.1,28.49,15.43,0.45,2.44,263.08,0.0,0.0
2019-06-15 04:00:00+05:00,74.7,28.3,15.21,0.45,2.38,277.2,0.0,0.0
2019-06-15 05:00:00+05:00,71.3,28.48,14.11,0.41,2.05,288.84,0.0,0.0
2019-06-15 06:00:00+05:00,81.7,28.98,14.5,0.41,1.7,299.5,0.0,0.0
2019-06-15 07:00:00+05:00,103.0,32.78,14.98,0.34,1.01,312.86,0.0,0.0
2019-06-15 08:00:00+05:00,136.8,34.24,16.62,0.35,0.77,322.18,0.0,0.0
2019-06-15 09:00:00+05:00,309.5,35.39,18.33,0.37,1.02,304.76,0.01,0.0
2019-06-15 10:00:00+05:00,318.1,39.23,19.24,0.31,2.05,273.86,0.06,0.0
2019-06-15 11:00:00+05:00,174.8,40.27,19.3,0.3,2.11,251.18,0.1,0.0
2019-06-15 12:00:00+05:00,75.8,40.95,18.24,0.27,2.07,225.98,0.19,0.0
2019-06-15 13:00:00+05:00,79.7,42.59,17.13,0.23,2.42,209.69,0.32,0.0
2019-06-15 14:00:00+05:00,194.6,42.79,16.7,0.22,2.26,222.48,0.54,0.0
2019-06-15 15:00:00+05:00,58.6,42.09,17.65,0.24,2.95,215.34,0.57,0.0
2019-06-15 16:00:00+05:00,77.1,41.91,17.85,0.25,3.44,227.52,0.72,0.0
2019-06-15 17:00:00+05:00,153.3,40.26,17.07,0.26,2.98,296.39,0.56,0.11
2019-06-15 18:00:00+05:00,105.6,38.26,15.94,0.27,3.74,334.63,0.63,0.0
