,value,temperature (degC),dewpoint_temperature (degC),relative_humidity (0-1),wind_speed (m/s),wind_direction (deg),total_cloud_cover (0-1),total_precipitation (mm of water equivalent)
2021-08-16 13:00:00+05:00,90.0,36.17,25.45,0.54,0.9,191.75,0.27,0.0
2021-08-16 14:00:00+05:00,101.0,36.32,25.49,0.54,0.97,218.65,0.26,0.0
2021-08-16 15:00:00+05:00,80.0,36.64,25.33,0.52,0.38,189.59,0.23,0.0
2021-08-16 16:00:00+05:00,62.0,36.68,24.87,0.51,0.13,144.26,0.2,0.08
2021-08-16 17:00:00+05:00,62.0,36.83,24.64,0.5,0.22,27.94,0.2,0.0
2021-08-16 18:00:00+05:00,80.0,36.49,24.42,0.5,0.87,52.34,0.4,0.0
2021-08-16 19:00:00+05:00,71.0,34.26,25.67,0.61,0.93,342.17,0.23,0.0
2021-08-16 20:00:00+05:00,76.0,33.43,25.7,0.64,1.05,353.08,0.04,0.0
2021-08-16 21:00:00+05:00,73.0,33.11,25.57,0.65,1.06,14.69,0.09,0.0
2021-08-16 22:00:00+05:00,79.0,31.61,25.79,0.71,0.64,114.64,0.06,0.0
2021-08-16 23:00:00+05:00,88.0,31.63,25.63,0.71,1.34,145.53,0.09,0.0
2021-08-17 00:00:00+05:00,85.0,31.65,25.4,0.7,1.73,149.66,0.12,0.0
2021-08-17 01:00:00+05:00,86.0,30.77,25.04,0.72,1.85,150.75,0.21,0.0
2021-08-17 02:00:00+05:00,67.0,30.74,25.0,0.72,1.96,142.11,0.25,0.0
2021-08-17 03:00:00+05:00,65.0,29.85,26.62,0.83,1.66,136.84,0.24,0.0
2021-08-17 04:00:00+05:00,61.0,29.88,26.68,0.83,1.55,135.83,0.17,0.0
2021-08-17 05:00:00+05:00,58.0,30.13,26.63,0.82,1.41,135.79,0.07,0.0
2021-08-17 06:00:00+05:00,65.0,30.21,26.74,0.82,1.84,149.25,0.0,0.0
2021-08-17 07:00:00+05:00,65.0,31.25,26.69,0.77,2.07,169.5,0.0,0.0
2021-08-17 08:00:00+05:00,73.0,31.81,26.46,0.73,2.49,185.16,0.0,0.0
2021-08-17 09:00:00+05:00,70.0,32.79,26.22,0.68,2.61,200.14,0.0,0.0
2021-08-17 10:00:00+05:00,55.0,35.83,25.66,0.56,2.27,218.17,0.04,0.0
2021-08-17 11:00:00+05:00,67.0,36.42,24.84,0.52,1.99,233.07,0.1,0.0
2021-08-17 12:00:00+05:00,59.0,37.02,24.52,0.49,1.86,244.33,0.1,0.0
2021-08-17 13:00:00+05:00,54.0,38.25,24.3,0.45,1.8,252.18,0.1,0.0
2021-08-17 14:00:00+05:00,50.0,38.47,23.73,0.43,1.84,261.38,0.06,0.0
2021-08-17 15:00:00+05:00,52.0,38.39,24.07,0.44,2.15,275.81,0.18,0.0
2021-08-17 16:00:00+05:00,52.0,38.46,23.35,0.42,2.24,286.61,0.15,0.0
2021-08-17 17:00:00+05:00,62.0,38.39,22.55,0.4,2.16,297.68,0.28,0.0
2021-08-17 18:00:00+05:00,62.0,37.8,24.52,0.47,1.31,303.92,0.15,0.0
2021-08-17 19:00:00+05:00,61.0,35.34,24.86,0.55,1.19,280.51,0.11,0.0
2021-08-17 20:00:00+05:00,64.0,35.01,24.49,0.55,0.88,233.92,0.1,0.0
2021-08-17 21:00:00+05:00,64.0,34.43,25.03,0.58,1.24,208.28,0.05,0.0
2021-08-17 22:00:00+05:00,61.0,32.63,25.62,0.67,1.6,204.5,0.03,0.0
2021-08-17 23:00:00+05:00,79.0,32.55,25.69,0.67,1.64,201.1,0.03,0.0
2021-08-18 00:00:00+05:00,80.0,32.53,25.88,0.68,1.63,193.08,0.01,0.0
2021-08-18 01:00:00+05:00,80.0,31.79,25.8,0.71,1.52,186.56,0.01,0.0
2021-08-18 02:00:00+05:00,83.0,31.32,25.57,0.72,1.56,189.69,0.01,0.0
2021-08-18 03:00:00+05:00,88.0,30.09,25.06,0.74,1.37,184.87,0.0,0.0
2021-08-18 04:00:00+05:00,97.0,29.98,25.18,0.76,1.07,177.65,0.0,0.0
2021-08-18 05:00:00+05:00,97.0,30.21,25.31,0.75,1.04,151.39,0.0,0.0
2021-08-18 06:00:00+05:00,96.0,30.39,25.23,0.74,0.93,148.2,0.0,0.0
2021-08-18 07:00:00+05:00,96.0,31.83,24.96,0.67,1.03,171.37,0.01,0.0
2021-08-18 08:00:00+05:00,67.0,32.58,24.52,0.63,0.98,205.79,0.01,0.0
2021-08-18 09:00:00+05:00,60.0,33.21,24.68,0.61,1.04,216.59,0.02,0.0
2021-08-18 10:00:00+05:00,48.0,36.3,23.97,0.49,1.24,215.37,0.11,0.0
2021-08-18 11:00:00+05:00,48.0,37.28,23.11,0.44,1.32,210.81,0.21,0.0
2021-08-18 12:00:00+05:00,50.0,37.53,23.07,0.44,1.08,213.18,0.21,0.0
2021-08-18 13:00:00+05:00,48.0,38.82,22.84,0.4,0.89,216.46,0.22,0.0
2021-08-18 14:00:00+05:00,49.0,38.92,22.82,0.4,0.7,213.29,0.27,0.0
2021-08-18 15:00:00+05:00,47.0,38.66,23.19,0.41,1.18,259.06,0.2,0.0
2021-08-18 16:00:00+05:00,42.0,38.54,23.14,0.41,1.38,263.9,0.21,0.05
2021-08-18 17:00:00+05:00,44.0,38.81,23.02,0.41,1.38,275.99,0.24,0.0
2021-08-18 18:00:00+05:00,44.0,38.16,22.78,0.41,0.51,293.9,0.14,0.0
2021-08-18 19:00:00+05:00,54.0,35.49,23.65,0.51,0.43,113.19,0.09,0.0
2021-08-18 20:00:00+05:00,53.0,34.18,24.55,0.57,1.26,133.03,0.06,0.0
2021-08-18 21:00:00+05:00,48.0,34.01,24.57,0.58,1.39,145.33,0.06,0.0
2021-08-18 22:00:00+05:00,60.0,32.63,25.13,0.65,1.66,157.46,0.05,0.0
2021-08-18 23:00:00+05:00,56.0,32.34,25.56,0.67,1.85,168.3,0.05,0.0
2021-08-19 00:00:00+05:00,56.0,32.23,25.77,0.69,1.91,168.4,0.01,0.0
2021-08-19 01:00:00+05:00,68.0,31.75,26.17,0.72,1.93,165.73,0.0,0.0
2021-08-19 02:00:00+05:00,68.0,31.31,26.17,0.74,1.84,163.72,0.01,0.0
2021-08-19 03:00:00+05:00,67.0,30.33,24.69,0.72,1.28,170.06,0.02,0.0
2021-08-19 04:00:00+05:00,69.0,30.06,24.73,0.73,1.32,170.84,0.0,0.0
2021-08-19 05:00:00+05:00,61.0,30.22,24.89,0.73,1.31,169.71,0.03,0.0
2021-08-19 06:00:00+05:00,66.0,30.2,24.94,0.74,0.98,159.75,0.03,0.0
2021-08-19 07:00:00+05:00,60.0,31.49,24.62,0.67,0.98,167.98,0.08,0.0
2021-08-19 08:00:00+05:00,64.0,31.99,24.2,0.64,0.95,210.36,0.08,0.0
2021-08-19 09:00:00+05:00,64.0,33.03,24.25,0.6,1.07,244.95,0.04,0.0
2021-08-19 10:00:00+05:00,55.0,36.23,23.63,0.48,1.23,260.45,0.1,0.0
2021-08-19 11:00:00+05:00,54.0,37.36,22.87,0.43,0.85,252.54,0.2,0.0
2021-08-19 12:00:00+05:00,54.0,37.74,22.76,0.42,0.58,216.87,0.27,0.0
2021-08-19 13:00:00+05:00,54.0,38.61,22.16,0.39,0.67,215.57,0.21,0.0
2021-08-19 14:00:00+05:00,54.0,38.87,22.02,0.38,0.73,233.83,0.24,0.0
2021-08-19 15:00:00+05:00,54.0,38.44,21.7,0.38,0.35,235.23,0.2,0.0
2021-08-19 16:00:00+05:00,54.0,38.52,21.58,0.38,0.55,249.93,0.28,0.0
2021-08-19 17:00:00+05:00,54.0,38.36,21.22,0.37,0.52,219.63,0.15,0.0
2021-08-19 18:00:00+05:00,54.0,38.03,23.92,0.45,0.62,164.94,0.27,0.0
2021-08-19 19:00:00+05:00,54.0,35.08,22.58,0.48,1.46,138.35,0.16,0.0
2021-08-19 20:00:00+05:00,57.0,34.46,23.01,0.51,1.55,130.48,0.12,0.0
2021-08-19 21:00:00+05:00,55.0,34.38,23.17,0.52,1.84,130.22,0.08,0.0
2021-08-19 22:00:00+05:00,58.0,32.97,23.66,0.58,2.11,135.11,0.1,0.0
2021-08-19 23:00:00+05:00,64.0,32.65,23.74,0.6,2.44,140.48,0.2,0.0
2021-08-20 00:00:00+05:00,68.0,32.24,24.09,0.62,2.43,141.93,0.18,0.0
2021-08-20 01:00:00+05:00,69.0,31.45,24.35,0.66,2.45,141.04,0.23,0.0
2021-08-20 02:00:00+05:00,63.0,31.17,24.56,0.68,2.45,140.27,0.92,0.0
2021-08-20 03:00:00+05:00,62.0,30.15,24.39,0.71,1.56,157.5,0.02,0.0
2021-08-20 04:00:00+05:00,57.0,29.75,24.5,0.73,1.33,179.04,0.03,0.0
2021-08-20 05:00:00+05:00,52.0,29.69,24.67,0.74,1.13,180.08,0.03,0.0
2021-08-20 06:00:00+05:00,63.0,29.61,24.99,0.76,1.2,132.77,0.02,0.0
2021-08-20 07:00:00+05:00,71.0,30.52,24.92,0.72,1.92,128.51,0.01,0.0
2021-08-20 08:00:00+05:00,59.0,31.35,25.07,0.69,2.52,136.96,0.01,0.0
2021-08-20 09:00:00+05:00,69.0,32.27,25.18,0.66,2.8,144.49,0.05,0.0
2021-08-20 10:00:00+05:00,58.0,35.91,24.68,0.52,2.83,147.76,0.08,0.0
2021-08-20 11:00:00+05:00,59.0,36.89,24.06,0.48,2.65,148.68,0.14,0.0
2021-08-20 12:00:00+05:00,55.0,37.72,23.86,0.45,2.21,143.95,0.18,0.0
2021-08-20 13:00:00+05:00,53.0,38.47,23.19,0.42,1.9,135.19,0.14,0.0
2021-08-20 14:00:00+05:00,54.0,38.13,22.96,0.42,1.59,122.56,0.25,0.0
2021-08-20 15:00:00+05:00,54.0,36.61,22.99,0.46,3.27,112.23,0.33,0.19
2021-08-20 16:00:00+05:00,57.0,35.21,23.58,0.51,4.72,110.15,0.28,0.01
2021-08-20 17:00:00+05:00,59.0,33.33,24.78,0.61,4.95,115.5,0.3,0.0
2021-08-20 18:00:00+05:00,120.0,32.81,24.98,0.63,4.01,115.79,0.4,0.0
2021-08-20 19:00:00+05:00,120.0,29.81,24.91,0.75,3.17,107.77,0.21,0.0
2021-08-20 20:00:00+05:00,77.0,29.51,25.18,0.78,3.56,106.93,0.15,0.0
2021-08-20 21:00:00+05:00,52.0,29.43,25.2,0.78,4.03,115.53,0.12,0.0
2021-08-20 22:00:00+05:00,52.0,28.86,24.82,0.79,3.9,123.25,0.2,0.0
2021-08-20 23:00:00+05:00,40.0,28.77,24.6,0.78,3.71,126.05,0.11,0.0
2021-08-21 00:00:00+05:00,33.0,28.59,24.43,0.78,3.48,123.09,0.12,0.0
2021-08-21 01:00:00+05:00,33.0,28.04,24.5,0.81,3.09,118.33,0.37,0.0
2021-08-21 02:00:00+05:00,27.0,27.76,24.21,0.81,2.59,110.25,0.19,0.0
2021-08-21 03:00:00+05:00,29.0,26.82,24.21,0.86,1.85,92.49,0.08,0.0
2021-08-21 04:00:00+05:00,97.0,26.86,24.12,0.85,2.23,79.89,0.2,0.0
2021-08-21 05:00:00+05:00,97.0,26.93,24.2,0.85,2.26,80.36,0.32,0.0
2021-08-21 06:00:00+05:00,90.0,26.85,23.94,0.84,2.45,82.11,0.14,0.0
2021-08-21 07:00:00+05:00,125.0,27.97,23.57,0.77,2.88,94.34,0.23,0.0
2021-08-21 08:00:00+05:00,110.0,28.83,23.52,0.73,3.24,103.84,0.35,0.0
2021-08-21 09:00:00+05:00,86.0,29.91,23.66,0.69,3.96,115.45,0.26,0.0
2021-08-21 10:00:00+05:00,27.0,33.19,23.98,0.59,4.77,124.13,0.19,0.0
2021-08-21 11:00:00+05:00,31.0,33.31,24.09,0.59,5.68,129.2,0.43,0.01
2021-08-21 12:00:00+05:00,37.0,31.66,24.94,0.68,5.96,131.04,0.61,0.31
2021-08-21 13:00:00+05:00,32.0,31.27,24.85,0.69,6.14,131.28,0.86,0.04
2021-08-21 14:00:00+05:00,31.0,31.12,25.13,0.7,5.96,129.27,0.97,0.0
2021-08-21 15:00:00+05:00,36.0,32.14,23.86,0.62,4.59,121.36,0.95,0.0
2021-08-21 16:00:00+05:00,29.0,31.78,23.86,0.63,4.14,125.22,1.0,0.0
2021-08-21 17:00:00+05:00,29.0,31.58,23.82,0.64,3.18,129.76,1.0,0.0
2021-08-21 18:00:00+05:00,37.0,31.39,23.67,0.64,2.49,136.16,0.98,0.0
2021-08-21 19:00:00+05:00,38.0,29.87,23.8,0.7,1.61,137.15,1.0,0.0
2021-08-21 20:00:00+05:00,39.0,29.48,23.9,0.72,1.17,131.26,0.96,0.0
2021-08-21 21:00:00+05:00,39.0,29.17,23.89,0.73,1.06,123.03,0.76,0.0
2021-08-21 22:00:00+05:00,39.0,28.56,24.08,0.77,1.43,129.47,0.43,0.0
2021-08-21 23:00:00+05:00,31.0,28.43,24.16,0.78,1.62,139.56,0.28,0.0
2021-08-22 00:00:00+05:00,28.0,28.47,24.14,0.77,1.58,144.52,0.15,0.0
2021-08-22 01:00:00+05:00,31.0,27.9,24.14,0.8,1.41,141.41,0.17,0.0
2021-08-22 02:00:00+05:00,31.0,27.83,24.29,0.81,1.32,130.01,0.27,0.0
2021-08-22 03:00:00+05:00,31.0,26.88,24.19,0.85,1.53,102.04,0.48,0.0
2021-08-22 04:00:00+05:00,30.0,26.88,24.21,0.85,2.14,92.76,0.58,0.0
2021-08-22 05:00:00+05:00,30.0,27.08,24.13,0.84,1.92,82.95,0.69,0.01
2021-08-22 06:00:00+05:00,34.0,27.25,24.02,0.83,1.88,79.43,0.88,0.07
2021-08-22 07:00:00+05:00,93.0,27.62,24.04,0.81,1.92,87.67,0.97,0.1
2021-08-22 08:00:00+05:00,33.0,27.67,24.3,0.82,2.3,97.84,1.0,0.28
2021-08-22 09:00:00+05:00,25.0,27.82,24.57,0.82,3.01,103.17,0.99,0.41
2021-08-22 10:00:00+05:00,19.0,29.42,24.74,0.76,3.47,101.41,1.0,0.31
2021-08-22 11:00:00+05:00,17.0,29.89,24.48,0.73,3.69,99.79,0.99,0.27
2021-08-22 12:00:00+05:00,25.0,29.26,24.59,0.76,4.15,99.78,0.99,0.29
2021-08-22 13:00:00+05:00,25.0,29.61,24.81,0.75,4.3,103.35,1.0,0.17
2021-08-22 14:00:00+05:00,27.0,30.22,24.83,0.73,4.14,101.19,1.0,0.16
2021-08-22 15:00:00+05:00,32.0,30.62,25.18,0.73,4.32,90.22,1.0,0.04
2021-08-22 16:00:00+05:00,41.0,30.45,25.57,0.75,3.72,87.05,0.98,0.05
2021-08-22 17:00:00+05:00,41.0,30.49,25.5,0.75,3.1,88.35,0.95,0.0
2021-08-22 18:00:00+05:00,32.0,30.21,25.28,0.75,2.0,75.73,0.77,0.0
2021-08-22 19:00:00+05:00,35.0,28.83,25.24,0.81,1.61,67.9,0.64,0.0
2021-08-22 20:00:00+05:00,30.0,28.26,25.21,0.84,1.11,71.51,0.73,0.0
2021-08-22 21:00:00+05:00,30.0,28.06,25.18,0.84,1.13,73.66,0.87,0.0
2021-08-22 22:00:00+05:00,41.0,27.05,24.91,0.88,1.21,76.27,0.97,0.0
2021-08-22 23:00:00+05:00,37.0,27.14,24.95,0.88,1.51,94.36,0.96,0.01
2021-08-23 00:00:00+05:00,49.0,26.92,24.8,0.88,1.5,96.07,0.98,0.14
2021-08-23 01:00:00+05:00,49.0,26.44,24.75,0.9,1.62,105.97,0.77,0.0
2021-08-23 02:00:00+05:00,66.0,26.24,24.64,0.91,1.29,106.86,0.6,0.0
2021-08-23 03:00:00+05:00,53.0,25.9,24.03,0.89,0.94,102.25,0.61,0.0
2021-08-23 04:00:00+05:00,93.0,25.85,24.04,0.9,0.59,53.49,0.68,0.0
2021-08-23 05:00:00+05:00,98.0,25.95,24.13,0.9,0.83,14.94,0.97,0.0
2021-08-23 06:00:00+05:00,145.0,26.14,24.05,0.88,1.11,12.44,0.99,0.0
2021-08-23 07:00:00+05:00,145.0,28.11,24.26,0.8,0.84,18.36,0.99,0.0
2021-08-23 08:00:00+05:00,44.0,28.3,24.03,0.78,0.61,46.67,0.98,0.0
2021-08-23 09:00:00+05:00,44.0,28.66,23.81,0.75,0.82,79.04,0.99,0.0
2021-08-23 10:00:00+05:00,67.0,31.55,23.61,0.63,0.89,98.83,0.99,0.0
2021-08-23 11:00:00+05:00,67.0,32.34,23.2,0.59,0.81,86.68,0.97,0.0
2021-08-23 12:00:00+05:00,62.0,33.23,23.44,0.57,0.92,77.16,0.79,0.0
2021-08-23 13:00:00+05:00,62.0,34.51,22.92,0.51,0.95,92.61,0.38,0.0
2021-08-23 14:00:00+05:00,62.0,35.08,23.77,0.52,0.89,105.06,0.3,0.0
2021-08-23 15:00:00+05:00,59.0,34.92,23.97,0.53,1.29,31.91,0.22,0.0
2021-08-23 16:00:00+05:00,59.0,34.98,23.73,0.52,1.29,15.59,0.27,0.0
2021-08-23 17:00:00+05:00,64.0,35.03,23.62,0.52,1.36,16.02,0.35,0.0
2021-08-23 18:00:00+05:00,62.0,34.79,23.42,0.52,1.32,27.52,0.62,0.0
2021-08-23 19:00:00+05:00,92.0,32.48,24.57,0.63,1.21,69.53,0.64,0.0
2021-08-23 20:00:00+05:00,92.0,31.71,25.39,0.69,1.48,96.99,0.46,0.0
2021-08-23 21:00:00+05:00,83.0,31.54,25.67,0.71,1.64,123.76,0.42,0.0
2021-08-23 22:00:00+05:00,107.0,30.54,26.02,0.77,2.07,142.81,0.64,0.0
2021-08-23 23:00:00+05:00,113.0,30.3,26.27,0.79,2.39,152.75,0.77,0.0
2021-08-24 00:00:00+05:00,92.0,29.81,26.41,0.82,2.65,156.67,0.35,0.0
2021-08-24 01:00:00+05:00,96.0,29.31,26.39,0.84,2.49,161.78,0.2,0.0
2021-08-24 02:00:00+05:00,60.0,29.15,26.56,0.86,1.88,164.75,0.19,0.0
2021-08-24 03:00:00+05:00,56.0,28.86,26.25,0.86,1.51,156.12,0.24,0.0
2021-08-24 04:00:00+05:00,57.0,28.62,26.61,0.89,1.58,141.86,0.09,0.0
2021-08-24 05:00:00+05:00,57.0,28.78,26.7,0.89,1.58,130.65,0.23,0.0
2021-08-24 06:00:00+05:00,62.0,29.0,26.83,0.88,1.81,112.88,0.33,0.0
2021-08-24 07:00:00+05:00,60.0,30.11,27.11,0.84,1.7,122.19,0.14,0.0
2021-08-24 08:00:00+05:00,72.0,30.83,27.12,0.81,1.81,153.99,0.18,0.0
2021-08-24 09:00:00+05:00,76.0,32.18,26.81,0.73,1.72,186.76,0.36,0.0
2021-08-24 10:00:00+05:00,74.0,35.33,25.72,0.58,1.45,223.82,0.55,0.01
2021-08-24 11:00:00+05:00,74.0,36.02,25.18,0.54,1.52,247.93,0.77,0.01
2021-08-24 12:00:00+05:00,70.0,36.61,24.76,0.51,1.53,254.93,0.84,0.03
2021-08-24 13:00:00+05:00,71.0,38.31,24.47,0.45,1.66,255.82,0.7,0.03
2021-08-24 14:00:00+05:00,60.0,38.5,24.69,0.46,1.69,254.37,0.3,0.01
2021-08-24 15:00:00+05:00,58.0,38.02,25.58,0.49,1.07,278.83,0.31,0.0
2021-08-24 16:00:00+05:00,61.0,38.3,25.23,0.48,1.18,269.04,0.22,0.0
2021-08-24 17:00:00+05:00,53.0,38.1,25.17,0.48,1.03,258.88,0.19,0.0
2021-08-24 18:00:00+05:00,58.0,37.94,24.18,0.46,0.74,209.68,0.09,0.0
2021-08-24 19:00:00+05:00,63.0,35.87,25.08,0.54,1.49,146.85,0.09,0.0
2021-08-24 20:00:00+05:00,63.0,35.05,25.62,0.58,1.88,141.6,0.21,0.0
2021-08-24 21:00:00+05:00,69.0,34.63,26.06,0.61,2.02,137.5,0.26,0.0
2021-08-24 22:00:00+05:00,80.0,32.97,26.67,0.7,2.16,135.59,0.33,0.0
2021-08-24 23:00:00+05:00,92.0,32.41,26.92,0.73,2.45,136.7,0.26,0.0
2021-08-25 00:00:00+05:00,84.0,32.08,27.24,0.76,2.65,138.39,0.45,0.0
2021-08-25 01:00:00+05:00,88.0,31.1,27.41,0.81,2.79,146.84,0.47,0.0
2021-08-25 02:00:00+05:00,82.0,30.68,27.46,0.83,2.85,155.87,0.23,0.0
2021-08-25 03:00:00+05:00,69.0,30.21,26.64,0.81,2.51,151.21,0.11,0.0
2021-08-25 04:00:00+05:00,67.0,29.98,26.62,0.82,2.16,151.45,0.05,0.0
2021-08-25 05:00:00+05:00,62.0,30.15,26.5,0.81,1.78,143.85,0.06,0.0
2021-08-25 06:00:00+05:00,62.0,30.14,26.55,0.81,2.01,133.64,0.06,0.0
2021-08-25 07:00:00+05:00,65.0,31.46,26.74,0.76,2.14,138.51,0.07,0.0
2021-08-25 08:00:00+05:00,59.0,32.54,26.58,0.71,2.33,158.21,0.03,0.0
2021-08-25 09:00:00+05:00,65.0,33.72,25.89,0.64,2.43,190.47,0.03,0.0
2021-08-25 10:00:00+05:00,50.0,36.41,24.73,0.51,2.76,218.39,0.07,0.0
2021-08-25 11:00:00+05:00,45.0,37.25,23.45,0.45,2.78,227.72,0.1,0.0
2021-08-25 12:00:00+05:00,45.0,38.1,23.17,0.43,2.73,228.08,0.14,0.0
2021-08-25 13:00:00+05:00,46.0,39.8,22.9,0.38,2.6,224.39,0.11,0.0
2021-08-25 14:00:00+05:00,49.0,39.99,22.92,0.38,2.67,223.4,0.1,0.0
2021-08-25 15:00:00+05:00,49.0,39.56,23.3,0.4,1.62,224.41,0.18,0.0
2021-08-25 16:00:00+05:00,57.0,39.36,23.44,0.4,1.62,220.73,0.19,0.0
2021-08-25 17:00:00+05:00,62.0,38.79,23.64,0.42,1.88,214.22,0.27,0.0
2021-08-25 18:00:00+05:00,65.0,38.24,23.29,0.42,1.8,197.07,0.1,0.0
2021-08-25 19:00:00+05:00,70.0,35.9,23.32,0.48,2.27,194.31,0.1,0.0
2021-08-25 20:00:00+05:00,70.0,35.05,23.78,0.52,2.75,202.45,0.04,0.0
2021-08-25 21:00:00+05:00,70.0,34.85,23.61,0.52,2.99,211.92,0.02,0.0
2021-08-25 22:00:00+05:00,78.0,33.57,23.69,0.56,2.84,218.35,0.01,0.0
2021-08-25 23:00:00+05:00,83.0,32.88,24.08,0.6,2.59,223.82,0.0,0.0
2021-08-26 00:00:00+05:00,89.0,32.4,24.29,0.62,2.17,224.25,0.0,0.0
2021-08-26 01:00:00+05:00,89.0,30.95,24.53,0.69,1.85,222.86,0.02,0.0
2021-08-26 02:00:00+05:00,99.0,30.51,24.61,0.71,1.8,214.27,0.0,0.0
2021-08-26 03:00:00+05:00,99.0,29.96,24.85,0.74,1.48,203.69,0.0,0.0
2021-08-26 04:00:00+05:00,87.0,29.75,25.01,0.76,1.48,185.6,0.01,0.0
2021-08-26 05:00:00+05:00,87.0,29.83,25.04,0.76,1.36,172.77,0.0,0.0
2021-08-26 06:00:00+05:00,80.0,29.67,25.17,0.77,1.76,164.37,0.01,0.0
2021-08-26 07:00:00+05:00,89.0,31.0,24.91,0.7,1.94,175.23,0.0,0.0
2021-08-26 08:00:00+05:00,89.0,32.04,24.61,0.65,2.38,197.05,0.0,0.0
2021-08-26 09:00:00+05:00,89.0,32.85,24.59,0.62,2.67,217.8,0.0,0.0
2021-08-26 10:00:00+05:00,82.0,35.63,24.11,0.52,2.57,224.42,0.0,0.0
2021-08-26 11:00:00+05:00,58.0,36.27,23.69,0.48,2.46,218.9,0.04,0.0
2021-08-26 12:00:00+05:00,60.0,36.99,23.57,0.46,2.56,207.87,0.1,0.0
2021-08-26 13:00:00+05:00,60.0,38.42,23.17,0.42,2.75,200.07,0.11,0.0
2021-08-26 14:00:00+05:00,53.0,38.25,23.48,0.43,2.82,198.98,0.13,0.0
2021-08-26 15:00:00+05:00,58.0,38.43,24.06,0.44,2.48,201.35,0.1,0.0
2021-08-26 16:00:00+05:00,60.0,38.45,23.88,0.44,2.48,202.38,0.05,0.0
2021-08-26 17:00:00+05:00,63.0,38.12,23.34,0.43,2.48,199.13,0.04,0.0
2021-08-26 18:00:00+05:00,65.0,37.73,22.77,0.42,2.0,190.26,0.04,0.0
2021-08-26 19:00:00+05:00,70.0,35.67,23.49,0.49,1.97,180.25,0.03,0.0
2021-08-26 20:00:00+05:00,74.0,34.6,23.98,0.54,2.08,179.4,0.03,0.0
2021-08-26 21:00:00+05:00,74.0,34.29,23.96,0.55,2.02,180.01,0.03,0.0
2021-08-26 22:00:00+05:00,80.0,33.24,24.02,0.59,1.97,180.75,0.02,0.0
2021-08-26 23:00:00+05:00,89.0,32.85,24.1,0.6,2.11,181.73,0.02,0.0
2021-08-27 00:00:00+05:00,82.0,32.45,24.15,0.62,2.08,185.14,0.01,0.0
2021-08-27 01:00:00+05:00,82.0,31.47,23.94,0.64,1.9,189.83,0.01,0.0
2021-08-27 02:00:00+05:00,74.0,30.67,24.3,0.69,1.58,190.41,0.03,0.0
2021-08-27 03:00:00+05:00,58.0,29.66,23.97,0.72,1.28,152.11,0.01,0.0
2021-08-27 04:00:00+05:00,58.0,29.42,24.1,0.73,1.46,120.63,0.01,0.0
2021-08-27 05:00:00+05:00,58.0,29.42,23.97,0.73,2.02,116.83,0.01,0.0
2021-08-27 06:00:00+05:00,46.0,29.38,24.07,0.73,2.44,116.49,0.0,0.0
2021-08-27 07:00:00+05:00,57.0,30.53,24.0,0.68,2.7,124.99,0.0,0.0
2021-08-27 08:00:00+05:00,69.0,31.26,23.66,0.64,2.57,143.03,0.0,0.0
2021-08-27 09:00:00+05:00,73.0,32.47,23.65,0.6,2.08,161.2,0.0,0.0
2021-08-27 10:00:00+05:00,70.0,36.01,22.92,0.47,1.71,179.29,0.0,0.0
2021-08-27 11:00:00+05:00,70.0,36.86,22.88,0.45,1.57,186.66,0.0,0.0
2021-08-27 12:00:00+05:00,65.0,37.34,22.77,0.43,1.58,185.38,0.0,0.0
2021-08-27 13:00:00+05:00,62.0,38.94,22.54,0.39,1.71,187.04,0.02,0.0
2021-08-27 14:00:00+05:00,66.0,39.24,22.72,0.39,1.9,194.31,0.07,0.0
2021-08-27 15:00:00+05:00,64.0,38.94,23.42,0.41,1.86,206.46,0.08,0.0
2021-08-27 16:00:00+05:00,60.0,38.95,23.23,0.41,2.23,208.75,0.24,0.0
2021-08-27 17:00:00+05:00,60.0,38.07,23.13,0.42,2.55,203.54,0.34,0.09
2021-08-27 18:00:00+05:00,67.0,38.0,22.47,0.41,2.51,192.25,0.25,0.0
2021-08-27 19:00:00+05:00,62.0,36.09,23.72,0.49,2.19,171.97,0.18,0.0
2021-08-27 20:00:00+05:00,62.0,35.27,24.28,0.53,2.28,168.54,0.18,0.0
2021-08-27 21:00:00+05:00,59.0,34.91,24.2,0.54,2.21,177.71,0.15,0.0
2021-08-27 22:00:00+05:00,81.0,33.75,23.91,0.56,2.01,188.11,0.17,0.0
2021-08-27 23:00:00+05:00,84.0,33.45,24.23,0.59,1.44,191.21,0.23,0.0
2021-08-28 00:00:00+05:00,74.0,32.8,25.2,0.64,1.07,156.36,0.27,0.0
2021-08-28 01:00:00+05:00,69.0,31.16,24.39,0.67,1.23,110.4,0.37,0.0
2021-08-28 02:00:00+05:00,66.0,30.51,24.84,0.72,1.97,108.67,0.37,0.0
2021-08-28 03:00:00+05:00,66.0,29.88,24.66,0.74,1.6,96.38,0.3,0.0
2021-08-28 04:00:00+05:00,59.0,29.32,24.9,0.77,2.54,89.02,0.13,0.01
2021-08-28 05:00:00+05:00,63.0,29.12,25.06,0.79,3.1,102.54,0.15,0.0
2021-08-28 06:00:00+05:00,63.0,28.61,25.39,0.83,3.12,114.15,0.07,0.0
2021-08-28 07:00:00+05:00,71.0,29.25,25.15,0.79,3.28,128.13,0.07,0.0
2021-08-28 08:00:00+05:00,30.0,30.34,25.09,0.74,3.17,142.08,0.03,0.0
